Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
HDD,,Maxtor,6L250S0 251GB,822,27.2,693,https://hdd.userbenchmark.com/SpeedTest/1207/Maxtor-6L250S0
HDD,,Seagate,ST3200826AS 200GB,823,27.2,1281,https://hdd.userbenchmark.com/SpeedTest/7868/ST3200826AS
HDD,,Samsung,SP1603C 160GB,824,27.1,211,https://hdd.userbenchmark.com/SpeedTest/11458/SAMSUNG-SP1603C
HDD,,Maxtor,6B160M0 164GB,825,27.1,141,https://hdd.userbenchmark.com/SpeedTest/6303/Maxtor-6B160M0
HDD,,Toshiba,MK4058GSX 400GB,826,27.1,418,https://hdd.userbenchmark.com/SpeedTest/6302/TOSHIBA-MK4058GSX
HDD,,Maxtor,6L250M0 251GB,827,27,101,https://hdd.userbenchmark.com/SpeedTest/9542/Maxtor-6L250M0
HDD,,Seagate,ST9320320AS 320GB,828,26.9,1885,https://hdd.userbenchmark.com/SpeedTest/1647/ST9320320AS
HDD,,Maxtor,STM380215A 80GB,829,26.9,245,https://hdd.userbenchmark.com/SpeedTest/10373/MAXTOR-STM380215A
HDD,,Toshiba,MK3263GS 320GB,830,26.9,36,https://hdd.userbenchmark.com/SpeedTest/7948/TOSHIBA-MK3263GS
HDD,,Seagate,ST3802110A 80GB,831,26.9,534,https://hdd.userbenchmark.com/SpeedTest/11154/ST3802110A
HDD,,Maxtor,6Y160M0 160GB,832,26.9,314,https://hdd.userbenchmark.com/SpeedTest/2372/Maxtor-6Y160M0
HDD,,Toshiba,MK3263GSX 320GB,833,26.8,1151,https://hdd.userbenchmark.com/SpeedTest/1707/TOSHIBA-MK3263GSX
HDD,,WD,WD1600AABB-00PUA0 160GB,834,26.7,169,https://hdd.userbenchmark.com/SpeedTest/4532/WDC-WD1600AABB-00PUA0
HDD,,Hitachi,HDS725050KLA360 500GB,835,26.7,2890,https://hdd.userbenchmark.com/SpeedTest/5034/HDS725050KLA360
HDD,,WD,WD3000JS-60PDB0 300GB,836,26.7,832,https://hdd.userbenchmark.com/SpeedTest/9069/WDC-WD3000JS-60PDB0
HDD,,Seagate,ST380215A 80GB,837,26.6,498,https://hdd.userbenchmark.com/SpeedTest/2923/ST380215A
HDD,,Maxtor,7Y250M0 251GB,838,26.5,395,https://hdd.userbenchmark.com/SpeedTest/3687/Maxtor-7Y250M0
HDD,,Samsung,SP1213C 120GB,839,26.5,457,https://hdd.userbenchmark.com/SpeedTest/5318/SAMSUNG-SP1213C
HDD,WD1600BEVT,WD,Blue 2.5 160GB (2009),840,26.4,7023,https://hdd.userbenchmark.com/SpeedTest/2327/WDC-WD1600BEVT-22ZCT0
HDD,,Seagate,ST3500641AS 500GB,841,26.4,1189,https://hdd.userbenchmark.com/SpeedTest/4005/ST3500641AS
HDD,,Samsung,HD300LJ 300GB,842,26.4,701,https://hdd.userbenchmark.com/SpeedTest/10568/SAMSUNG-HD300LJ
HDD,,WD,WD3200JB-00KFA0 320GB,843,26.4,241,https://hdd.userbenchmark.com/SpeedTest/932/WDC-WD3200JB-00KFA0
HDD,,WD,WD1600JS-75NCB1 160GB,844,26.3,6652,https://hdd.userbenchmark.com/SpeedTest/1439/WDC-WD1600JS-75NCB1
HDD,,Maxtor,6 L200P0 204GB,845,26.3,18,https://hdd.userbenchmark.com/SpeedTest/3778/Maxtor-6-L200P0
HDD,,Hitachi,HDT722516DLA380 165GB,846,26.3,1167,https://hdd.userbenchmark.com/SpeedTest/3422/HDT722516DLA380
HDD,,Seagate,ST3500841AS 500GB,847,26.2,349,https://hdd.userbenchmark.com/SpeedTest/1585/ST3500841AS
HDD,,Seagate,ST3200822AS 200GB,848,26.2,2673,https://hdd.userbenchmark.com/SpeedTest/1057/ST3200822AS
HDD,,Hitachi,HDT722525DLAT80 250GB,849,26.1,205,https://hdd.userbenchmark.com/SpeedTest/6021/HDT722525DLAT80
HDD,,Seagate,ST9160310AS 160GB,850,26.1,1280,https://hdd.userbenchmark.com/SpeedTest/1274/ST9160310AS
HDD,,Samsung,HD120IJ 120GB,851,26.1,507,https://hdd.userbenchmark.com/SpeedTest/2996/SAMSUNG-HD120IJ
HDD,,Maxtor,6L100P0 100GB,852,26,38,https://hdd.userbenchmark.com/SpeedTest/5231/Maxtor-6L100P0
HDD,,Seagate,ST3120213AS 120GB,853,26,500,https://hdd.userbenchmark.com/SpeedTest/8435/ST3120213AS
HDD,,Maxtor,6 Y080M0 82GB,854,25.8,74,https://hdd.userbenchmark.com/SpeedTest/5709/Maxtor-6-Y080M0
HDD,,Maxtor,6Y160M0 164GB,855,25.8,572,https://hdd.userbenchmark.com/SpeedTest/9950/Maxtor-6Y160M0
HDD,,Toshiba,MK1633GSG 160GB,856,25.8,309,https://hdd.userbenchmark.com/SpeedTest/5563/TOSHIBA-MK1633GSG
HDD,,Samsung,HM250JI 250GB,857,25.8,641,https://hdd.userbenchmark.com/SpeedTest/3524/SAMSUNG-HM250JI
HDD,,Seagate,ST3120813AS 120GB,858,25.7,440,https://hdd.userbenchmark.com/SpeedTest/8799/ST3120813AS
HDD,,Seagate,ST380819AS 80GB,859,25.6,570,https://hdd.userbenchmark.com/SpeedTest/5233/ST380819AS
HDD,,Hitachi,HTS543232L9SA00 320GB,860,25.6,714,https://hdd.userbenchmark.com/SpeedTest/1414/Hitachi-HTS543232L9SA00
HDD,,Samsung,SP0812C 80GB,861,25.5,585,https://hdd.userbenchmark.com/SpeedTest/6580/SAMSUNG-SP0812C
HDD,,Toshiba,MK3252GSX 320GB,862,25.5,2056,https://hdd.userbenchmark.com/SpeedTest/4807/TOSHIBA-MK3252GSX
HDD,,WD,WD2500JD-00HBB0 250GB,863,25.5,1863,https://hdd.userbenchmark.com/SpeedTest/3022/WDC-WD2500JD-00HBB0
HDD,,Samsung,HD160JJ 160GB,864,25.5,3774,https://hdd.userbenchmark.com/SpeedTest/3475/SAMSUNG-HD160JJ
HDD,,Samsung,HD160JJ/P 160GB,865,25.4,1550,https://hdd.userbenchmark.com/SpeedTest/2146/SAMSUNG-HD160JJP
HDD,,Maxtor,6Y120M0 123GB,866,25.4,512,https://hdd.userbenchmark.com/SpeedTest/4197/Maxtor-6Y120M0
HDD,,Seagate,ST3120811AS 120GB,867,25.4,312,https://hdd.userbenchmark.com/SpeedTest/1497/ST3120811AS
HDD,,Hitachi,HTS722016K9SA00 160GB,868,25.4,219,https://hdd.userbenchmark.com/SpeedTest/4166/HITACHI-HTS722016K9SA00
HDD,,Seagate,ST9160827AS 160GB,869,25.4,670,https://hdd.userbenchmark.com/SpeedTest/1284/ST9160827AS
HDD,,Samsung,HM160HI 160GB,870,25.3,2312,https://hdd.userbenchmark.com/SpeedTest/1443/SAMSUNG-HM160HI
HDD,,Seagate,ST9250827AS 250GB,871,25.3,2161,https://hdd.userbenchmark.com/SpeedTest/3497/ST9250827AS
HDD,,WD,WD3000JB-00KFA0 300GB,872,25.3,108,https://hdd.userbenchmark.com/SpeedTest/12574/WDC-WD3000JB-00KFA0
HDD,,Hitachi,HDS725050KLAT80 500GB,873,25.3,69,https://hdd.userbenchmark.com/SpeedTest/4136/HDS725050KLAT80
HDD,,Samsung,SP2004C 200GB,874,25.2,2058,https://hdd.userbenchmark.com/SpeedTest/3536/SAMSUNG-SP2004C
HDD,,Samsung,SP1614C 160GB,875,25.2,1039,https://hdd.userbenchmark.com/SpeedTest/6801/SAMSUNG-SP1614C
HDD,,Toshiba,MK1652GSX 160GB,876,25.2,1276,https://hdd.userbenchmark.com/SpeedTest/3060/TOSHIBA-MK1652GSX
HDD,,Hitachi,HTS543225L9SA00 250GB,877,25.1,620,https://hdd.userbenchmark.com/SpeedTest/9015/Hitachi-HTS543225L9SA00
HDD,,Seagate,ST3160023AS 160GB,878,25.1,3285,https://hdd.userbenchmark.com/SpeedTest/2396/ST3160023AS
HDD,,WD,WD400BD-22JMC0 40GB,879,25.1,823,https://hdd.userbenchmark.com/SpeedTest/7189/WDC-WD400BD-22JMC0
HDD,,Maxtor,6L160P0 164GB,880,25.1,406,https://hdd.userbenchmark.com/SpeedTest/5287/Maxtor-6L160P0
HDD,,Fujitsu,MHZ2320BH G2 320GB,881,25.1,1651,https://hdd.userbenchmark.com/SpeedTest/3241/FUJITSU-MHZ2320BH-G2
HDD,,Hitachi,HDT722516DLAT80 165GB,882,25,157,https://hdd.userbenchmark.com/SpeedTest/3500/HDT722516DLAT80
HDD,,Seagate,ST9160823AS 160GB,883,24.9,345,https://hdd.userbenchmark.com/SpeedTest/4557/ST9160823AS
HDD,,Maxtor,6Y080M0 82GB,884,24.9,486,https://hdd.userbenchmark.com/SpeedTest/2523/Maxtor-6Y080M0
HDD,,Seagate,ST3120827AS 120GB,885,24.9,1154,https://hdd.userbenchmark.com/SpeedTest/27/ST3120827AS
HDD,,Seagate,ST3160827AS 160GB,886,24.9,1325,https://hdd.userbenchmark.com/SpeedTest/2026/ST3160827AS
HDD,,Hitachi,HDS722516VLSA80 165GB,887,24.8,385,https://hdd.userbenchmark.com/SpeedTest/1980/HDS722516VLSA80
HDD,,Maxtor,6L080M0 80GB,888,24.7,295,https://hdd.userbenchmark.com/SpeedTest/1731/Maxtor-6L080M0
HDD,,WD,WD2000JB-00GVA0 200GB,889,24.7,452,https://hdd.userbenchmark.com/SpeedTest/6220/WDC-WD2000JB-00GVA0
HDD,,Maxtor,6L300R0 300GB,890,24.7,218,https://hdd.userbenchmark.com/SpeedTest/4620/Maxtor-6L300R0
HDD,,Seagate,ST9120823AS 120GB,891,24.7,204,https://hdd.userbenchmark.com/SpeedTest/1667/ST9120823AS
HDD,,Seagate,ST340014AS 40GB,892,24.6,634,https://hdd.userbenchmark.com/SpeedTest/4925/ST340014AS
HDD,,Maxtor,6L080M0 82GB,893,24.6,172,https://hdd.userbenchmark.com/SpeedTest/3878/Maxtor-6L080M0
HDD,,Fujitsu,MHZ2160BH G2 160GB,894,24.6,1063,https://hdd.userbenchmark.com/SpeedTest/4477/FUJITSU-MHZ2160BH-G2
HDD,,Hitachi,HTS543216L9SA00 160GB,895,24.5,832,https://hdd.userbenchmark.com/SpeedTest/2975/Hitachi-HTS543216L9SA00
HDD,,WD,WD1600JB-00GVC0 160GB,896,24.5,749,https://hdd.userbenchmark.com/SpeedTest/4380/WDC-WD1600JB-00GVC0
HDD,,Samsung,HD080HJ 80GB,897,24.5,3003,https://hdd.userbenchmark.com/SpeedTest/810/SAMSUNG-HD080HJ
HDD,,Hitachi,HDS722512VLSA80 124GB,898,24.5,63,https://hdd.userbenchmark.com/SpeedTest/4756/HDS722512VLSA80
HDD,,Samsung,HM160HC 160GB,899,24.4,107,https://hdd.userbenchmark.com/SpeedTest/5384/SAMSUNG-HM160HC
HDD,,Fujitsu,MHZ2250BH G2 250GB,900,24.4,961,https://hdd.userbenchmark.com/SpeedTest/2860/FUJITSU-MHZ2250BH-G2
HDD,,WD,WD2500JB-00REA0 250GB,901,24.4,942,https://hdd.userbenchmark.com/SpeedTest/678/WDC-WD2500JB-00REA0
HDD,,WD,WD2500BB-98DWA0 250GB,902,24.4,248,https://hdd.userbenchmark.com/SpeedTest/294/WDC-WD2500BB-98DWA0
HDD,,Samsung,SP1614N 160GB,903,24.3,175,https://hdd.userbenchmark.com/SpeedTest/12600/SAMSUNG-SP1614N
HDD,,Samsung,SP1213N 120GB,904,24.3,93,https://hdd.userbenchmark.com/SpeedTest/1600/SAMSUNG-SP1213N
HDD,,Hitachi,HDS722580VLSA80 82GB,905,24.3,174,https://hdd.userbenchmark.com/SpeedTest/7444/HDS722580VLSA80
HDD,,Seagate,ST3120814A 120GB,906,24.3,116,https://hdd.userbenchmark.com/SpeedTest/2132/ST3120814A
HDD,,WD,WD2500BEVS-22UST0 250GB,907,24.3,5616,https://hdd.userbenchmark.com/SpeedTest/3263/WDC-WD2500BEVS-22UST0
HDD,,Hitachi,HTS543232L9A300 320GB,908,24.2,2470,https://hdd.userbenchmark.com/SpeedTest/1887/Hitachi-HTS543232L9A300
HDD,,WD,WD2000JD-00HBB0 200GB,909,24.2,1463,https://hdd.userbenchmark.com/SpeedTest/1208/WDC-WD2000JD-00HBB0
HDD,,Samsung,SP1604N 160GB,910,24.2,252,https://hdd.userbenchmark.com/SpeedTest/3596/SAMSUNG-SP1604N
HDD,,Samsung,SP2014N 200GB,911,24.1,282,https://hdd.userbenchmark.com/SpeedTest/4945/SAMSUNG-SP2014N
HDD,,WD,WD800JD-75MSA3 80GB,912,24.1,14199,https://hdd.userbenchmark.com/SpeedTest/2331/WDC-WD800JD-75MSA3
HDD,,Seagate,ST3120211AS 120GB,913,24.1,89,https://hdd.userbenchmark.com/SpeedTest/1804/ST3120211AS
HDD,,WD,WD1200JD-00HBC0 120GB,914,24.1,744,https://hdd.userbenchmark.com/SpeedTest/3615/WDC-WD1200JD-00HBC0
HDD,,Seagate,ST980813AS 80GB,915,24,158,https://hdd.userbenchmark.com/SpeedTest/1190/ST980813AS
HDD,,Maxtor,7Y250P0 251GB,916,24,67,https://hdd.userbenchmark.com/SpeedTest/4982/Maxtor-7Y250P0
HDD,,Hitachi,HTS545016B9A300 160GB,917,23.9,1955,https://hdd.userbenchmark.com/SpeedTest/4712/Hitachi-HTS545016B9A300
HDD,,Seagate,ST380817AS 80GB,918,23.9,1296,https://hdd.userbenchmark.com/SpeedTest/4251/ST380817AS
HDD,,Samsung,HD080HJ/P 80GB,919,23.9,1516,https://hdd.userbenchmark.com/SpeedTest/2558/SAMSUNG-HD080HJP
HDD,,Maxtor,6B200P0 204GB,920,23.9,178,https://hdd.userbenchmark.com/SpeedTest/6815/Maxtor-6B200P0
HDD,,Seagate,ST380013AS 80GB,921,23.9,1912,https://hdd.userbenchmark.com/SpeedTest/2648/ST380013AS
HDD,,Hitachi,HDS724040KLSA80 400GB,922,23.8,364,https://hdd.userbenchmark.com/SpeedTest/6426/HDS724040KLSA80
HDD,,WD,WD1600JD-22HBB0 160GB,923,23.7,1779,https://hdd.userbenchmark.com/SpeedTest/233/WDC-WD1600JD-22HBB0
HDD,,Maxtor,6 Y160P0 164GB,924,23.7,308,https://hdd.userbenchmark.com/SpeedTest/2357/Maxtor-6-Y160P0
HDD,,Hitachi,HTS543225L9A300 250GB,926,23.6,2534,https://hdd.userbenchmark.com/SpeedTest/2281/Hitachi-HTS543225L9A300
HDD,,Toshiba,MK1655GSX 160GB,927,23.6,1024,https://hdd.userbenchmark.com/SpeedTest/1628/TOSHIBA-MK1655GSX
HDD,,WD,WD1200JB-00EVA0 120GB,928,23.6,487,https://hdd.userbenchmark.com/SpeedTest/2471/WDC-WD1200JB-00EVA0
HDD,,Samsung,SP0842N 80GB,929,23.5,464,https://hdd.userbenchmark.com/SpeedTest/5511/SAMSUNG-SP0842N
HDD,,WD,WD800BD-22MRA1 80GB,930,23.5,1696,https://hdd.userbenchmark.com/SpeedTest/5953/WDC-WD800BD-22MRA1
HDD,,Hitachi,HDS728080PLA380 82GB,931,23.5,1534,https://hdd.userbenchmark.com/SpeedTest/1187/HDS728080PLA380
HDD,,Hitachi,HDS728040PLA320 40GB,932,23.5,58,https://hdd.userbenchmark.com/SpeedTest/5170/HDS728040PLA320
HDD,,Toshiba,MK2546GSX 250GB,933,23.3,645,https://hdd.userbenchmark.com/SpeedTest/4487/TOSHIBA-MK2546GSX
HDD,,Fujitsu,MHW2160BJ FFS G2 160GB,934,23.3,46,https://hdd.userbenchmark.com/SpeedTest/4184/FUJITSU-MHW2160BJ-FFS-G2
HDD,,Hitachi,HTS543216L9A300 160GB,935,23.3,1848,https://hdd.userbenchmark.com/SpeedTest/1763/Hitachi-HTS543216L9A300
HDD,,Toshiba,MK2546GSX_200 200GB,936,23.3,98,https://hdd.userbenchmark.com/SpeedTest/3937/TOSHIBA-MK2546GSX-200
HDD,,Seagate,ST3120026AS 120GB,937,23.2,1776,https://hdd.userbenchmark.com/SpeedTest/508/ST3120026AS
HDD,,Maxtor,6Y080P0 82GB,938,23.2,233,https://hdd.userbenchmark.com/SpeedTest/3815/Maxtor-6Y080P0
HDD,,Toshiba,MK2552GSX 250GB,939,23.2,1427,https://hdd.userbenchmark.com/SpeedTest/200/TOSHIBA-MK2552GSX
HDD,,Samsung,HD300LD 300GB,940,23.2,146,https://hdd.userbenchmark.com/SpeedTest/1871/SAMSUNG-HD300LD
HDD,,Excelstor,Technology J880 82GB,941,23.1,179,https://hdd.userbenchmark.com/SpeedTest/5162/ExcelStor-Technology-J880
HDD,,,IC35L120AVV207-1 124GB,942,23.1,45,https://hdd.userbenchmark.com/SpeedTest/2982/IC35L120AVV207-1
HDD,,Maxtor,6E040L0 41GB,943,23.1,454,https://hdd.userbenchmark.com/SpeedTest/769/Maxtor-6E040L0
HDD,,WD,WD800JB-00JJC0 80GB,944,23.1,899,https://hdd.userbenchmark.com/SpeedTest/70/WDC-WD800JB-00JJC0
HDD,,WD,WD1200BB-00RDA0 120GB,945,23,243,https://hdd.userbenchmark.com/SpeedTest/10238/WDC-WD1200BB-00RDA0
HDD,,Fujitsu,MHZ2120B 120GB,946,23,7,https://hdd.userbenchmark.com/SpeedTest/5860/FUJITSU-MHZ2120B
HDD,,Samsung,SP0812N 80GB,947,23,135,https://hdd.userbenchmark.com/SpeedTest/7242/SAMSUNG-SP0812N
HDD,,Maxtor,6 Y120P0 123GB,948,23,7,https://hdd.userbenchmark.com/SpeedTest/4430/Maxtor-6-Y120P0
HDD,,Samsung,SP0411C 40GB,949,22.9,202,https://hdd.userbenchmark.com/SpeedTest/6293/SAMSUNG-SP0411C
HDD,,Maxtor,6L200R0 204GB,950,22.8,49,https://hdd.userbenchmark.com/SpeedTest/4436/Maxtor-6L200R0
HDD,,Samsung,SP0802N 80GB,951,22.7,523,https://hdd.userbenchmark.com/SpeedTest/2601/SAMSUNG-SP0802N
HDD,,Fujitsu,MHY2250BH 250GB,952,22.7,723,https://hdd.userbenchmark.com/SpeedTest/5732/FUJITSU-MHY2250BH
HDD,,Maxtor,6L160P0 160GB,953,22.6,36,https://hdd.userbenchmark.com/SpeedTest/6841/Maxtor-6L160P0
HDD,,Hitachi,HTS722012K9SA00 120GB,954,22.5,65,https://hdd.userbenchmark.com/SpeedTest/3793/Hitachi-HTS722012K9SA00
HDD,,WD,WD1600BB-22GUC0 160GB,955,22.4,635,https://hdd.userbenchmark.com/SpeedTest/12099/WDC-WD1600BB-22GUC0
HDD,,WD,WD800JB-00ETA0 80GB,956,22.4,157,https://hdd.userbenchmark.com/SpeedTest/3829/WDC-WD800JB-00ETA0
HDD,,Maxtor,6Y120L0 123GB,957,22.2,379,https://hdd.userbenchmark.com/SpeedTest/1790/Maxtor-6Y120L0
HDD,,Seagate,ST3160023A 160GB,958,22.2,348,https://hdd.userbenchmark.com/SpeedTest/5944/ST3160023A
HDD,,WD,WD400JB-00FMA0 40GB,959,22.2,76,https://hdd.userbenchmark.com/SpeedTest/3602/WDC-WD400JB-00FMA0
HDD,,Hitachi,HTS542525K9SA00 250GB,960,22.1,2050,https://hdd.userbenchmark.com/SpeedTest/487/Hitachi-HTS542525K9SA00
HDD,,Hitachi,HDS728080PLAT20 82GB,961,22.1,1087,https://hdd.userbenchmark.com/SpeedTest/2913/HDS728080PLAT20
HDD,,Samsung,SP0822N 80GB,962,21.9,203,https://hdd.userbenchmark.com/SpeedTest/2110/SAMSUNG-SP0822N
HDD,,Hitachi,HTS542512K9SA00 120GB,963,21.8,1035,https://hdd.userbenchmark.com/SpeedTest/1928/Hitachi-HTS542512K9SA00
HDD,,Seagate,ST3160021A 160GB,964,21.7,656,https://hdd.userbenchmark.com/SpeedTest/6402/ST3160021A
HDD,,Hitachi,HTS543212L9A300 120GB,965,21.7,169,https://hdd.userbenchmark.com/SpeedTest/266/Hitachi-HTS543212L9A300
HDD,,WD,WD400BB-60DGA0 40GB,966,21.6,569,https://hdd.userbenchmark.com/SpeedTest/5256/WDC-WD400BB-60DGA0
HDD,,Maxtor,6Y080L0 82GB,967,21.5,953,https://hdd.userbenchmark.com/SpeedTest/933/Maxtor-6Y080L0
HDD,,Samsung,SP0411N 40GB,968,21.4,330,https://hdd.userbenchmark.com/SpeedTest/6089/SAMSUNG-SP0411N
HDD,,Seagate,ST340014A 40GB,969,21.4,666,https://hdd.userbenchmark.com/SpeedTest/1817/ST340014A
HDD,,Seagate,ST3120022A 120GB,970,21.3,748,https://hdd.userbenchmark.com/SpeedTest/2299/ST3120022A
HDD,,WD,WD1600BEVS-22UST0 160GB,971,21.3,3509,https://hdd.userbenchmark.com/SpeedTest/3126/WDC-WD1600BEVS-22UST0
HDD,,Seagate,ST380023AS 80GB,972,21,39,https://hdd.userbenchmark.com/SpeedTest/6282/ST380023AS
HDD,,Maxtor,6Y060L0 61GB,973,20.8,138,https://hdd.userbenchmark.com/SpeedTest/3853/Maxtor-6Y060L0
HDD,,Fujitsu,MHY2120BH 120GB,974,20.8,729,https://hdd.userbenchmark.com/SpeedTest/10510/FUJITSU-MHY2120BH
HDD,,WD,WD1600BEVE-00WZT0 160GB,975,20.7,34,https://hdd.userbenchmark.com/SpeedTest/10531/WDC-WD1600BEVE-00WZT0
HDD,,Fujitsu,MHY2160BH 160GB,976,20.6,619,https://hdd.userbenchmark.com/SpeedTest/4449/FUJITSU-MHY2160BH
HDD,,Hitachi,HTS721010G9SA00 100GB,977,20.5,135,https://hdd.userbenchmark.com/SpeedTest/5680/HTS721010G9SA00
HDD,,Toshiba,MK1646GSX 160GB,978,20.3,477,https://hdd.userbenchmark.com/SpeedTest/5350/TOSHIBA-MK1646GSX
HDD,,Fujitsu,MHY2200BH 200GB,979,20.2,561,https://hdd.userbenchmark.com/SpeedTest/1960/FUJITSU-MHY2200BH
HDD,,WD,WD1200BEVS-60UST0 120GB,980,20.2,2124,https://hdd.userbenchmark.com/SpeedTest/3682/WDC-WD1200BEVS-60UST0
HDD,,Hitachi,HTS542516K9SA00 160GB,981,20.1,1484,https://hdd.userbenchmark.com/SpeedTest/2771/Hitachi-HTS542516K9SA00
HDD,,WD,WD800BB-88JHC0 80GB,982,20,1951,https://hdd.userbenchmark.com/SpeedTest/1308/WDC-WD800BB-88JHC0
HDD,,Seagate,ST910021AS 100GB,983,20,144,https://hdd.userbenchmark.com/SpeedTest/11880/ST910021AS
HDD,,WD,WD800BEVS-22RST0 80GB,984,19.4,761,https://hdd.userbenchmark.com/SpeedTest/3519/WDC-WD800BEVS-22RST0
HDD,,Seagate,ST380011A 80GB,985,18.8,1897,https://hdd.userbenchmark.com/SpeedTest/1697/ST380011A
HDD,,Toshiba,MK8037GSX 80GB,986,18.8,429,https://hdd.userbenchmark.com/SpeedTest/1841/TOSHIBA-MK8037GSX
HDD,,Toshiba,MK1637GSX 160GB,987,18.5,961,https://hdd.userbenchmark.com/SpeedTest/4513/TOSHIBA-MK1637GSX
HDD,,Seagate,ST3120023A 120GB,988,18.3,99,https://hdd.userbenchmark.com/SpeedTest/6505/ST3120023A
HDD,,Hitachi,HDS722580VLAT20 61GB,989,18.2,18,https://hdd.userbenchmark.com/SpeedTest/3589/HDS722580VLAT20
HDD,,Hitachi,HTS542580K9SA00 80GB,990,18.2,400,https://hdd.userbenchmark.com/SpeedTest/7089/Hitachi-HTS542580K9SA00
HDD,,Seagate,ST9160821AS 160GB,991,18,1686,https://hdd.userbenchmark.com/SpeedTest/1006/ST9160821AS
HDD,,Hitachi,HTS541680J9SA00 80GB,992,17.9,1072,https://hdd.userbenchmark.com/SpeedTest/2399/Hitachi-HTS541680J9SA00
HDD,,Fujitsu,MHW2120BH 120GB,993,17.7,1013,https://hdd.userbenchmark.com/SpeedTest/3831/FUJITSU-MHW2120BH
HDD,,Seagate,ST980811AS 80GB,994,17.7,1088,https://hdd.userbenchmark.com/SpeedTest/1970/ST980811AS
HDD,,WD,WD600BB-75CAA0 60GB,995,17.4,65,https://hdd.userbenchmark.com/SpeedTest/6010/WDC-WD600BB-75CAA0
HDD,,Seagate,ST9120822AS 120GB,996,17.3,1171,https://hdd.userbenchmark.com/SpeedTest/5319/ST9120822AS
HDD,,Fujitsu,MHW2080BH 80GB,997,17.3,198,https://hdd.userbenchmark.com/SpeedTest/6989/FUJITSU-MHW2080BH
HDD,,Hitachi,HTS541616J9SA00 160GB,998,17.2,2020,https://hdd.userbenchmark.com/SpeedTest/4013/Hitachi-HTS541616J9SA00
HDD,,Toshiba,MK1237GSX 120GB,999,17.2,517,https://hdd.userbenchmark.com/SpeedTest/4749/TOSHIBA-MK1237GSX
HDD,,Fujitsu,MHV2120BH PL 120GB,1000,17,429,https://hdd.userbenchmark.com/SpeedTest/1025/FUJITSU-MHV2120BH-PL
HDD,,Seagate,ST340016A 40GB,1001,17,248,https://hdd.userbenchmark.com/SpeedTest/2501/ST340016A
HDD,,Seagate,ST360021A 60GB,1002,16.7,74,https://hdd.userbenchmark.com/SpeedTest/10830/ST360021A
HDD,,Toshiba,MK2035GSS 200GB,1003,16.5,694,https://hdd.userbenchmark.com/SpeedTest/5833/TOSHIBA-MK2035GSS
HDD,,Fujitsu,MHV2100BH 100GB,1004,16.2,167,https://hdd.userbenchmark.com/SpeedTest/1474/FUJITSU-MHV2100BH
HDD,,Seagate,ST9100824AS 100GB,1005,16.1,170,https://hdd.userbenchmark.com/SpeedTest/2949/ST9100824AS
HDD,,Hitachi,HTS541010G9SA00 100GB,1006,15.9,282,https://hdd.userbenchmark.com/SpeedTest/5274/HTS541010G9SA00
HDD,,Seagate,ST98823AS 80GB,1007,15.9,409,https://hdd.userbenchmark.com/SpeedTest/5717/ST98823AS
HDD,,Hitachi,HTS541612J9SA00 120GB,1008,15.7,1395,https://hdd.userbenchmark.com/SpeedTest/1249/Hitachi-HTS541612J9SA00
HDD,,Fujitsu,MHV2080BH PL 80GB,1009,15.6,352,https://hdd.userbenchmark.com/SpeedTest/5000/FUJITSU-MHV2080BH-PL
HDD,,Seagate,ST340015A 40GB,1010,15.5,147,https://hdd.userbenchmark.com/SpeedTest/4591/ST340015A
HDD,,Toshiba,MK1234GSX 120GB,1011,15.1,510,https://hdd.userbenchmark.com/SpeedTest/1726/TOSHIBA-MK1234GSX
HDD,,Maxtor,4G120J6 123GB,1012,14.9,6,https://hdd.userbenchmark.com/SpeedTest/4566/Maxtor-4G120J6
HDD,,Toshiba,MK8034GSX 80GB,1013,13.9,257,https://hdd.userbenchmark.com/SpeedTest/4167/TOSHIBA-MK8034GSX
HDD,,Toshiba,MK8032GSX 80GB,1014,13.3,239,https://hdd.userbenchmark.com/SpeedTest/4083/TOSHIBA-MK8032GSX
HDD,,Seagate,ST960821A 60GB,1015,11.7,10,https://hdd.userbenchmark.com/SpeedTest/2864/ST960821A
